-3.3739193638605	0.034255115633661
-11.670481000811	8.542293719445e-06	
-5.8293307884057	0.0029400438334509	
-0.70939910804887	0.49193971127909	
-10.738157187736	2.1700892098431e-05	
-9.8483965027922	5.2831840840373e-05	
-4.1630529073474	0.015559982150892	
-15.659687013294	1.5815551540363e-07	
-3.2915155135838	0.037197433441779	
-8.7616718826773	0.00015662253506623	
-10.030708636269	4.4026948911583e-05	
-2.8765730024159	0.056327466539717	
-7.4331114567713	0.00059134470300367	
-13.701176992351	1.1211260316118e-06	
-8.3320643138561	0.00024067470359548	
-1.2249007922268	0.29378684481649	
-11.365066178972	1.1593497481419e-05	
-8.9471661495784	0.00013010533718453	
-4.3767378012787	0.012566285549543	
-10.398139164769	3.0489165567051e-05	
-10.691721689434	2.2732346554152e-05	
-12.037592083838	5.9175261064097e-06	
-14.825688361687	3.641542258379e-07	
-7.470635476967	0.00056956623562515	
-14.191674714005	6.8648963237233e-07	
-16.573747662589	6.340344353229e-08	
-16.755913199255	5.2844447097801e-08	
-5.3678328902911	0.0046642282600795	
-15.432271006966	1.9854084157694e-07	
-8.6519023882782	0.00017479400559281	
-4.1778758683114	0.015331038148825	
-5.2792671303846	0.0050961642483968	
-13.147732317908	1.9499002941358e-06	
-15.00891285476	3.0318797181488e-07	
-16.239260847907	8.858876015758e-08	
-13.118579860595	2.0075813666893e-06	
-12.45642810749	3.8926199910748e-06	
-16.272878467785	8.5660119664915e-08	
-9.4839774179966	7.6060809090083e-05	
-3.7458909950157	0.023614579199052	
-2.5426428178289	0.078658245441374	
-5.4921156095393	0.0041191204989426	
-2.2840202130855	0.10187382786718	
-9.0417766249229	0.00011836036756866	
-3.558907165346	0.028469920635606	
-5.7981046833907	0.0030332983614364	
-5.385333990638	0.0045833092841868	
-9.7037056377863	6.1056820863883e-05	
-12.749285290799	2.9043954651929e-06	
-14.605720513231	4.5374951817962e-07	
-9.9957257800767	4.559439434293e-05	
-0.66968930367012	0.51186758846437	
-15.637178598246	1.617557107362e-07	
-3.742342722022	0.023698519005287	
-0.77056728663628	0.46275048167314	
-8.1146576673002	0.00029912241091549	
-5.116495926504	0.0059970000497254	
-3.8885960864372	0.020474069694585	
-2.9033235198329	0.054840652844206	
-8.6932197010306	0.00016771915043848	
-3.1511464087537	0.042803028962196	
-11.313863627798	1.2202574208348e-05	
-14.676397608655	4.227868825354e-07	
-0.011055949969759	0.98900494243073	
-0.14935946422406	0.86125946728256	
-5.6971748441445	0.0033554316968804	
-5.2010940379288	0.0055105323902848	
-5.8423041319554	0.0029021479841958	
-16.440696614294	7.2426280412652e-08	
-8.6229059125457	0.00017993661417817	
-13.71927018904	1.1010236840682e-06	
-10.531019552235	2.6695393054114e-05	
-17.105777759328	3.7243896446622e-08	
-11.039579467636	1.6053567360459e-05	
-9.2957174482723	9.1816600048318e-05	
-9.5934093737111	6.8176585463613e-05	
-11.011291548848	1.6514173449448e-05	
-8.6897914293771	0.00016829512398045	
-11.732995270145	8.0246277995272e-06	
-7.9909854842549	0.00033850033218952	
-12.619262015833	3.3076849775217e-06	
-7.6752608129504	0.00046416948039808	
-10.530939617514	2.6697527028206e-05	
-9.871071540655	5.16473567107e-05	
-15.806786743548	1.3652108798135e-07	
-13.754765291043	1.0626281931568e-06	
-10.303976209634	3.3499628470281e-05	
-17.077483634683	3.8312729437645e-08	
-12.501708051819	3.7202932884021e-06	
-11.15212665795	1.434474825579e-05	
-16.840796145525	4.8543955740298e-08	
-1.5926314223015	0.20338970274232	
-13.810061577965	1.0054638526918e-06	
-14.496329346736	5.0620234983633e-07	
-16.542317695957	6.5427858649043e-08	
-6.7602680581951	0.0011589184746691	
-7.0252902351857	0.00088910943131299	
-7.8678938410622	0.00038283983521588	
-6.3259971974354	0.0017891811937643	
-5.6944909140841	0.0033644495370902	
-6.281273439741	0.0018710164498091	
-5.9323019922285	0.0026523692223683	
-4.688492870318	0.0092005421223763	
-0.0076421158635895	0.99238701086002	
-0.011026455948027	0.98903411259416	
-9.799230776921	5.5494270491906e-05	
-13.04461866061	2.1616934028745e-06	
-13.832965065982	9.8269693948006e-07	
-13.129540115958	1.9856979054757e-06	
-13.597386523674	1.2437413246245e-06	
-10.396927568378	3.0526128517571e-05	
-12.654932819649	3.191776755265e-06	
-7.6817096640298	0.00046118575169495	
-12.489129185928	3.7673859237794e-06	
-13.783560107738	1.0324663455633e-06	
-7.2968338493977	0.00067768102224259	
-5.7232843295867	0.0032689569202687	
-15.400950140619	2.0485772142027e-07	
-13.925629215823	8.9572784384291e-07	
-7.829574968106	0.00039779451972156	
-12.922276091127	2.4430187490273e-06	
-5.7165050821042	0.0032911932759582	
-8.3926949934881	0.00022651599589358	
-14.122612552203	7.355755726106e-07	
-4.8004554156087	0.0082259999470677	
-13.240453541293	1.7772318558704e-06	
-7.4473611997645	0.00058297794660523	
-3.433638694549	0.032269308731381	
-6.3991009779114	0.0016630517215343	
-7.2584042188664	0.00070423093785943	
-1.9974528058416	0.13568044789357	
-20.101475256947	1.8622595830234e-09	
-3.0099649463431	0.049293406644343	
-11.342055097335	1.1863369513887e-05	
-12.171217392874	5.1773490822312e-06	
-7.4586431499287	0.00057643778074799	
-14.535366271318	4.8682249287732e-07	
-2.8496812811326	0.057862759889549	
-8.3969935979979	0.000225544382998	
-10.637428952229	2.4000666618555e-05	
-12.735658897391	2.9442427713864e-06	
-10.881175202983	1.8808997673182e-05	
-6.2945881625936	0.0018462694993187	
-1.3698807242576	0.25413727015667	
-0.76538153089089	0.46515642556912	
-14.237366549403	6.5582847750871e-07	
-14.03856931593	8.000678375551e-07	
-14.429626793458	5.4111890573664e-07	
-13.354176546555	1.5861885678895e-06	
-7.1318309618559	0.00079925464219206	
-11.731004679214	8.0406174600091e-06	
-14.602322784647	4.5529385802575e-07	
-12.9527930498	2.3695913358879e-06	
-13.69591579669	1.1270400387576e-06	
-8.8558927478834	0.00014253930839862	
-13.626739373066	1.2077645660914e-06	
-14.372764722332	5.7277966536987e-07	
-13.176398484386	1.8947976912082e-06	
-12.514831229571	3.6717901718877e-06	
-13.643309854243	1.1879162284969e-06	
-14.159877957107	7.0866851600929e-07	
-10.637233584234	2.4005356038748e-05	
-9.0246755567187	0.00012040186240626	
-13.097649933603	2.0500427044271e-06	
-12.677014655009	3.1220689372119e-06	
-13.677589262191	1.1478852033012e-06	
-12.03581090882	5.9280756485829e-06	
-12.663106660098	3.1657940153682e-06	
-17.277705145079	3.1360862298496e-08	
-13.001578819033	2.2567635715367e-06	
